Training start time (UTC): 1970-01-01 02:00:00
IR,RED,Ax,Ay,Az
111557,125567,8064,-3620,-13476
111551,125563,8172,-3548,-13288
111551,125545,8240,-3424,-13508
111535,125529,8372,-3392,-13300
111536,125505,8428,-3416,-13284
111517,125496,8456,-3452,-13384
111522,125489,8504,-3560,-13380
111509,125492,8648,-3596,-13276
111503,125481,8572,-3436,-13332
111479,125474,8432,-3464,-13448
111476,125503,8212,-3408,-13632
111562,125603,8164,-3564,-13532
111564,125607,8024,-3460,-13516
111548,125623,7952,-3492,-13612
111580,125639,7952,-3484,-13616
111572,125626,7972,-3556,-13548
111588,125624,7920,-3568,-13456
111590,125650,7876,-3640,-13504
111576,125629,8112,-3680,-13480
111580,125622,8268,-3664,-13384
111581,125600,8292,-3664,-13416
111568,125568,8192,-3536,-13584
111560,125574,8324,-3620,-13552
111577,125564,8424,-3452,-13400
111562,125580,8452,-3464,-13416
111563,125570,8424,-3476,-13396
111572,125568,8404,-3456,-13476
111570,125550,8380,-3308,-13424
111575,125544,8260,-3316,-13488
111576,125551,8308,-3412,-13352
111563,125553,8204,-3488,-13392
111571,125569,8252,-3548,-13484
111566,125554,8200,-3576,-13572
111553,125546,8140,-3648,-13612
111558,125535,8196,-3564,-13400
111546,125541,8176,-3596,-13400
111543,125530,8244,-3624,-13336
111543,125525,8272,-3576,-13392
111533,125522,8268,-3600,-13412
111520,125513,8172,-3656,-13320
111524,125506,8380,-3588,-13420
111503,125523,8336,-3500,-13364
111593,125613,8340,-3520,-13400
111591,125639,8264,-3564,-13304
111575,125658,8204,-3516,-13516
111580,125671,8208,-3400,-13316
111582,125644,8240,-3480,-13348
111579,125624,8228,-3548,-13464
111584,125656,8208,-3628,-13448
111571,125655,8412,-3584,-13408
111566,125645,8272,-3508,-13560
111571,125631,8300,-3528,-13580
111567,125623,8264,-3504,-13428
111571,125605,8184,-3572,-13352
111569,125606,8208,-3700,-13424
111552,125613,8244,-3576,-13476
111580,125611,8280,-3524,-13336
111558,125603,8288,-3676,-13544
111570,125602,8268,-3672,-13492
111557,125610,8184,-3520,-13364
111566,125592,8284,-3592,-13628
111578,125595,8132,-3556,-13588
111575,125589,8188,-3524,-13492
111571,125616,8140,-3548,-13516
111543,125595,8228,-3492,-13332
111561,125578,8296,-3592,-13332
111550,125566,8268,-3572,-13560
111555,125573,8276,-3552,-13516
111554,125555,8248,-3544,-13428
111542,125535,8188,-3540,-13540
111537,125548,8236,-3588,-13324
111513,125543,8128,-3508,-13508
111488,125534,8344,-3420,-13440
111552,125608,8316,-3492,-13412
111526,125599,8196,-3424,-13428
111535,125612,8188,-3444,-13532
111529,125576,8236,-3536,-13612
111507,125578,8232,-3544,-13532
111512,125546,8348,-3452,-13372
111529,125540,8244,-3556,-13488
111506,125552,8232,-3488,-13388
111505,125558,8264,-3600,-13332
111533,125559,8120,-3492,-13460
111517,125525,8232,-3516,-13444
111513,125537,8176,-3544,-13636
111520,125531,8332,-3408,-13408
111522,125543,8316,-3568,-13556
111525,125532,8252,-3712,-13648
111517,125530,8236,-3652,-13480
111507,125531,8292,-3516,-13360
111509,125530,8292,-3624,-13396
111528,125527,8260,-3628,-13400
111534,125538,8120,-3572,-13572
111524,125538,8316,-3560,-13364
111536,125542,8320,-3504,-13468
111541,125528,8304,-3612,-13396
111526,125529,8232,-3592,-13560
111516,125512,8232,-3508,-13516
111528,125506,8296,-3436,-13388
111530,125501,8240,-3564,-13468
111499,125481,8136,-3464,-13340
111483,125470,8312,-3560,-13504
111490,125515,8384,-3560,-13456
111567,125582,8320,-3632,-13296
111545,125580,8120,-3588,-13496
111550,125617,8292,-3632,-13404
111558,125621,8240,-3660,-13632
111564,125602,8124,-3644,-13512
111548,125573,8156,-3700,-13568
111575,125588,8192,-3640,-13552
111571,125587,8140,-3540,-13396
111572,125601,8324,-3536,-13540
111564,125575,8368,-3548,-13428
111569,125554,8244,-3552,-13608
111566,125544,8204,-3472,-13500
111570,125534,8280,-3408,-13536
111571,125565,8352,-3564,-13328
111562,125556,8296,-3536,-13272
111559,125538,8200,-3440,-13428
111527,125545,8260,-3480,-13552
111532,125543,8240,-3540,-13292
111529,125511,8208,-3548,-13532
111523,125512,8240,-3544,-13356
111528,125522,8220,-3548,-13412
111510,125515,8132,-3632,-13544
111506,125504,8180,-3568,-13580
111501,125496,8176,-3528,-13496
111466,125486,8180,-3652,-13412
111485,125472,8364,-3480,-13244
111470,125438,8324,-3496,-13424
111479,125426,8312,-3524,-13576
111453,125455,8316,-3568,-13384
111469,125457,8276,-3540,-13404
111442,125472,8184,-3428,-13464
111508,125561,8204,-3524,-13388
111520,125567,8260,-3576,-13380
111506,125566,8204,-3528,-13564
111510,125573,8204,-3636,-13456
111509,125558,8200,-3516,-13348
111502,125544,8220,-3556,-13516
111520,125545,8256,-3616,-13408
111504,125548,8240,-3596,-13496
111511,125553,8208,-3548,-13360
111516,125541,8240,-3516,-13568
111514,125508,8308,-3464,-13656
111512,125518,8276,-3504,-13492
111507,125512,8184,-3472,-13316
111502,125509,8240,-3564,-13476
111499,125507,8332,-3556,-13460
111517,125509,8172,-3524,-13368
111516,125514,8232,-3528,-13344
111526,125513,8260,-3588,-13464
111515,125510,8288,-3608,-13552
111514,125485,8208,-3548,-13564
111516,125468,8228,-3544,-13460
111493,125485,8336,-3384,-13428
111500,125483,8264,-3548,-13492
111485,125461,8196,-3556,-13524
111498,125457,8244,-3540,-13400
111485,125459,8344,-3448,-13428
111496,125454,8340,-3524,-13348
111474,125433,8244,-3548,-13392
111461,125456,8216,-3580,-13392
111463,125464,8232,-3592,-13420
111521,125551,8260,-3544,-13548
111521,125542,8204,-3548,-13376
111523,125583,8344,-3680,-13472
111546,125563,8256,-3596,-13420
111541,125553,8268,-3524,-13308
111531,125560,8312,-3640,-13412
111538,125574,8168,-3632,-13488
111536,125578,8252,-3720,-13584
111531,125561,8044,-3516,-13540
111533,125540,8288,-3456,-13488
111537,125515,8296,-3304,-13528
111506,125506,8276,-3476,-13504
111515,125517,8380,-3508,-13360
111519,125501,8264,-3520,-13380
111499,125501,8392,-3528,-13152
111495,125485,8264,-3716,-13268
111498,125508,8360,-3712,-13396
111511,125517,8316,-3584,-13492
111500,125494,8256,-3472,-13456
111499,125506,8380,-3540,-13740
111514,125498,8276,-3532,-13456
111506,125504,8196,-3448,-13600
111496,125493,8260,-3392,-13656
111499,125493,8232,-3440,-13364
111485,125486,8236,-3508,-13220
111490,125474,8136,-3560,-13512
111487,125452,8188,-3524,-13348
111451,125447,8188,-3532,-13428
111452,125445,8168,-3604,-13560
111422,125433,8336,-3456,-13352
111404,125434,8284,-3500,-13496
111477,125515,8360,-3580,-13420
111464,125510,8276,-3372,-13400
111455,125525,8348,-3428,-13352
111481,125475,8248,-3664,-13556
111475,125464,8380,-3636,-13464
111464,125475,8256,-3580,-13420
111474,125487,8376,-3680,-13324
111474,125503,8360,-3704,-13504
111483,125469,8356,-3612,-13292
111471,125472,8260,-3468,-13480
111487,125491,8208,-3256,-13496
111488,125480,8220,-3300,-13580
111492,125498,8296,-3368,-13340
111493,125482,8312,-3308,-13424
111502,125492,8240,-3376,-13460
111503,125499,8312,-3412,-13440
111509,125497,8252,-3524,-13476
111486,125496,8264,-3656,-13508
111494,125495,8272,-3692,-13448
111498,125508,8248,-3644,-13376
111504,125499,8224,-3768,-13472
111495,125486,8324,-3720,-13328
111508,125471,8276,-3732,-13268
111489,125477,8244,-3592,-13364
111480,125448,8396,-3376,-13512
111475,125438,8400,-3364,-13472
111480,125426,8248,-3504,-13484
111454,125454,8368,-3568,-13416
111435,125448,8284,-3640,-13328
111425,125469,8296,-3624,-13424
111493,125555,8260,-3628,-13312
111498,125560,8208,-3632,-13308
111499,125554,8164,-3524,-13364
111495,125552,8196,-3532,-13444
111503,125533,8232,-3576,-13284
111502,125545,8188,-3596,-13504
111527,125552,8200,-3584,-13292
111482,125542,8304,-3636,-13476
111498,125500,8252,-3596,-13444
111497,125508,8304,-3580,-13444
111504,125508,8176,-3616,-13440
111503,125512,8280,-3560,-13364
111505,125506,8192,-3540,-13332
111509,125505,8316,-3444,-13340
111500,125504,8208,-3400,-13516
111510,125495,8284,-3404,-13316
111495,125495,8288,-3536,-13296
111520,125512,8352,-3416,-13440
111525,125508,8312,-3512,-13444
111530,125502,8320,-3480,-13540
111510,125486,8288,-3492,-13444
111508,125504,8240,-3560,-13440
111515,125495,8260,-3580,-13608
111515,125481,8288,-3540,-13236
111502,125474,8372,-3496,-13464
111491,125476,8252,-3612,-13492
111504,125456,8172,-3672,-13568
111495,125456,8272,-3556,-13520
111473,125456,8372,-3508,-13452
111460,125463,8236,-3524,-13388
111543,125559,8284,-3508,-13428
111541,125548,8276,-3528,-13320
111521,125563,8412,-3624,-13208
111521,125554,8296,-3616,-13588
111518,125529,8456,-3428,-13936
111537,125505,8352,-3648,-13488
111531,125533,8084,-3480,-13328
111527,125531,8192,-3352,-13508
111527,125526,8308,-3512,-13476
111526,125440,8316,-3708,-13400
111529,125480,8192,-3720,-13324
111529,125438,8160,-3524,-13472
111502,125435,8236,-3464,-13508
111498,125409,8256,-3428,-13496
111494,125445,8236,-3520,-13292
111496,125445,8272,-3616,-13436
111499,125459,8260,-3616,-13472
111498,125484,8324,-3612,-13320
111479,125496,8256,-3484,-13340
111496,125492,8252,-3632,-13476
111494,125504,8300,-3636,-13432
111484,125503,8232,-3648,-13376
111507,125496,8192,-3672,-13496
111473,125541,8256,-3464,-13548
111500,125570,8292,-3668,-13568
111489,125553,8188,-3528,-13560
111482,125545,8276,-3564,-13436
111488,125546,8180,-3616,-13652
111483,125547,8228,-3520,-13440
111503,125548,8308,-3528,-13508
111487,125529,8300,-3568,-13480
111482,125510,8296,-3572,-13448
111485,125527,8288,-3560,-13420
111499,125542,8248,-3528,-13480
111489,125532,8284,-3652,-13456
111482,125525,8304,-3600,-13388
111481,125491,8256,-3524,-13460
111486,125512,8284,-3572,-13316
111478,125515,8260,-3612,-13520
111474,125512,8312,-3576,-13420
111473,125470,8212,-3608,-13352
111464,125460,8192,-3516,-13376
111470,125445,8352,-3476,-13400
111481,125461,8204,-3424,-13404
111470,125446,8332,-3540,-13484
111478,125438,8280,-3528,-13312
111465,125439,8176,-3508,-13476
111461,125421,8308,-3552,-13556
111469,125423,8316,-3536,-13548
111456,125418,8312,-3480,-13392
111471,125406,8184,-3512,-13364
111464,125405,8124,-3444,-13472
111470,125404,8200,-3532,-13492
111480,125401,8400,-3596,-13412
111492,125413,8240,-3584,-13516
111507,125417,8256,-3652,-13284
111535,125445,8276,-3496,-13348
111551,125438,8252,-3452,-13140
111569,125451,8416,-3504,-13432
111590,125496,8356,-3472,-13520
111571,125513,8324,-3528,-13380
111601,125527,8264,-3428,-13348
111597,125545,8200,-3484,-13516
111598,125551,8272,-3524,-13388
111632,125565,8268,-3436,-13492
111608,125582,8292,-3564,-13568
111596,125592,8352,-3560,-13448
111619,125591,8296,-3612,-13396
111601,125602,8380,-3568,-13552
111596,125607,8292,-3548,-13616
111602,125622,8384,-3592,-13436
111586,125601,8288,-3568,-13328
111579,125583,8196,-3580,-13512
111572,125578,8176,-3492,-13368
111564,125559,8332,-3548,-13448
111557,125568,8244,-3552,-13412
111561,125550,8304,-3516,-13392
111556,125553,8268,-3580,-13528
111556,125514,8296,-3556,-13348
111545,125506,8320,-3440,-13492
111537,125502,8408,-3604,-13368
111530,125494,8260,-3568,-13480
111524,125507,8312,-3444,-13456
111511,125509,8272,-3572,-13356
111520,125495,8276,-3580,-13544
111514,125501,8268,-3552,-13532
111501,125505,8208,-3568,-13428
111506,125488,8252,-3552,-13632
111492,125500,8296,-3484,-13436
111485,125490,8264,-3544,-13488
111495,125510,8256,-3568,-13440
111499,125476,8244,-3512,-13396
111490,125530,8224,-3508,-13252
111488,125521,8264,-3560,-13488
111479,125528,8252,-3596,-13380
111502,125524,8272,-3588,-13536
111482,125487,8264,-3628,-13516
111476,125486,8240,-3552,-13512
111484,125505,8284,-3576,-13556
111480,125492,8320,-3620,-13416
111482,125482,8284,-3492,-13376
111483,125463,8236,-3552,-13516
111477,125465,8300,-3512,-13464
111484,125445,8336,-3500,-13504
111495,125459,8312,-3620,-13336
111489,125465,8280,-3488,-13400
111485,125463,8284,-3564,-13416
111484,125460,8244,-3528,-13584
111494,125462,8312,-3576,-13384
111487,125463,8276,-3696,-13388
111482,125454,8228,-3552,-13412
111483,125446,8272,-3568,-13432
111494,125449,8312,-3484,-13504
111472,125442,8180,-3440,-13480
111475,125412,8236,-3492,-13536
111454,125426,8172,-3496,-13516
111470,125391,8272,-3476,-13512
111458,125402,8332,-3516,-13324
111440,125387,8256,-3464,-13312
111441,125389,8220,-3464,-13392
111414,125411,8320,-3496,-13436
111430,125418,8304,-3476,-13528
111407,125423,8192,-3596,-13556
111396,125430,8236,-3496,-13480
111403,125417,8360,-3568,-13348
111415,125450,8332,-3440,-13476
111438,125463,8220,-3564,-13356
111426,125501,8248,-3512,-13484
111439,125489,8252,-3532,-13556
111457,125498,8212,-3460,-13552
111470,125511,8336,-3552,-13516
111518,125503,8240,-3480,-13456
111514,125522,8272,-3580,-13560
111543,125510,8352,-3624,-13316
111532,125500,8376,-3544,-13404
111545,125511,8204,-3580,-13556
111560,125495,8300,-3620,-13440
111554,125506,8392,-3488,-13436
111541,125496,8184,-3664,-13656
111529,125464,8220,-3560,-13512
111541,125457,8272,-3504,-13372
111532,125470,8224,-3488,-13536
111513,125473,8332,-3476,-13504
111494,125472,8208,-3556,-13280
111520,125477,8244,-3520,-13500
111517,125461,8284,-3540,-13404
111496,125481,8340,-3676,-13528
111507,125493,8204,-3560,-13244
111497,125474,8240,-3548,-13540
111506,125477,8292,-3604,-13356
111511,125470,8260,-3500,-13620
111515,125508,8264,-3440,-13540
111517,125521,8196,-3560,-13452
111512,125522,8300,-3524,-13496
111510,125527,8300,-3404,-13356
111516,125526,8300,-3544,-13404
111524,125529,8292,-3524,-13512
111511,125498,8300,-3524,-13408
111523,125505,8132,-3552,-13436
111505,125538,8308,-3576,-13352
111523,125521,8280,-3668,-13584
111508,125507,8312,-3740,-13448
111508,125487,8292,-3564,-13456
111494,125496,8304,-3496,-13524
111506,125493,8252,-3540,-13468
111487,125488,8316,-3656,-13580
111483,125489,8300,-3576,-13340
111479,125459,8296,-3512,-13460
111481,125471,8276,-3452,-13436
111496,125472,8388,-3524,-13584
111485,125466,8204,-3604,-13340
111481,125465,8212,-3560,-13396
111486,125454,8264,-3524,-13552
111498,125461,8312,-3544,-13472
111485,125464,8208,-3592,-13436
111483,125446,8172,-3552,-13428
111475,125426,8312,-3548,-13456
111460,125432,8316,-3532,-13424
111466,125409,8280,-3624,-13524
111444,125409,8276,-3552,-13392
111419,125398,8332,-3492,-13560
111431,125405,8264,-3496,-13472
111478,125510,8248,-3560,-13412
111494,125514,8196,-3576,-13520
111458,125526,8320,-3528,-13496
111482,125506,8348,-3604,-13456
111482,125517,8288,-3528,-13412
111490,125490,8276,-3588,-13404
111474,125479,8320,-3548,-13404
111485,125501,8176,-3508,-13296
111494,125500,8144,-3528,-13388
111491,125479,8304,-3492,-13424
111486,125470,8324,-3524,-13416
111480,125467,8224,-3468,-13452
111491,125471,8320,-3516,-13540
111494,125462,8220,-3392,-13432
111488,125455,8272,-3580,-13424
111481,125469,8320,-3656,-13316
111487,125477,8260,-3568,-13384
111504,125476,8172,-3584,-13480
111474,125447,8304,-3484,-13520
111495,125464,8208,-3576,-13356
111482,125443,8376,-3536,-13376
111486,125431,8372,-3520,-13272
111459,125446,8252,-3532,-13516
111469,125448,8160,-3656,-13432
111463,125429,8280,-3540,-13348
111455,125409,8264,-3592,-13424
111459,125405,8212,-3576,-13572
111442,125428,8200,-3568,-13316
111416,125390,8220,-3532,-13440
111435,125411,8332,-3468,-13464
111489,125517,8308,-3580,-13448
111498,125529,8312,-3676,-13320
111497,125532,8328,-3552,-13424
111493,125533,8356,-3560,-13272
111514,125516,8236,-3616,-13448
111487,125495,8260,-3460,-13500
111496,125508,8124,-3560,-13456
111487,125500,8164,-3488,-13388
111480,125510,8256,-3568,-13516
111493,125487,8288,-3524,-13452
111492,125466,8228,-3604,-13408
111495,125465,8256,-3528,-13408
111498,125455,8320,-3428,-13564
111502,125482,8160,-3484,-13516
111501,125477,8352,-3632,-13396
111499,125482,8248,-3544,-13360
111489,125471,8212,-3528,-13468
111502,125458,8376,-3556,-13520
111504,125486,8344,-3456,-13456
111501,125458,8284,-3540,-13576
111516,125462,8380,-3584,-13468
111510,125463,8276,-3596,-13376
111485,125456,8288,-3524,-13396
111493,125440,8208,-3564,-13424
111478,125440,8196,-3492,-13372
111476,125438,8296,-3624,-13376
111456,125425,8276,-3548,-13384
111453,125418,8292,-3592,-13616
111452,125428,8272,-3576,-13324
111446,125409,8364,-3696,-13496
111507,125489,8304,-3628,-13244
111501,125506,8372,-3612,-13552
111482,125520,8272,-3588,-13492
111487,125513,8356,-3536,-13356
111476,125520,8344,-3496,-13416
111485,125500,8264,-3604,-13484
111490,125500,8260,-3460,-13400
111490,125508,8308,-3568,-13432
111481,125486,8272,-3584,-13412
111496,125468,8268,-3460,-13520
111478,125469,8300,-3576,-13648
111474,125465,8240,-3556,-13476
111476,125478,8252,-3468,-13484
111481,125459,8304,-3536,-13548
111482,125458,8328,-3492,-13364
111486,125471,8264,-3444,-13396
111481,125475,8420,-3456,-13388
111494,125456,8284,-3592,-13396
111480,125480,8296,-3648,-13516
111490,125458,8288,-3468,-13480
111495,125461,8252,-3516,-13348
111488,125458,8212,-3588,-13408
111472,125450,8248,-3556,-13384
111497,125453,8316,-3592,-13456
111471,125447,8212,-3536,-13564
111463,125435,8236,-3508,-13352
111457,125440,8180,-3532,-13480
111464,125420,8320,-3432,-13328
111461,125401,8236,-3532,-13440
111460,125448,8256,-3512,-13316
111451,125443,8328,-3512,-13400
111526,125549,8372,-3616,-13404
111539,125576,8348,-3640,-13492
111558,125621,8308,-3516,-13520
111594,125609,8436,-3620,-13668
111637,125596,8368,-3688,-13452
111632,125592,8168,-3628,-13540
111625,125543,8424,-3556,-13536
111600,125528,8180,-3700,-13840
111622,125490,7900,-3764,-13028
111630,125489,7816,-3436,-13112
111620,125448,8412,-3220,-13260
111627,125417,8384,-3252,-13456
111604,125415,8092,-3532,-13244
111610,125394,8380,-3488,-13592
111604,125371,8404,-3356,-13544
111592,125372,8424,-3496,-13528
111576,125372,8172,-3528,-13592
111613,125356,8052,-3600,-13516
111595,125342,8172,-3476,-13600
111603,125274,8220,-3544,-13360
111624,125241,8276,-3680,-13608
111620,125202,8208,-3660,-13632
111615,125100,8160,-3612,-13544
111604,125045,8436,-3560,-13552
111595,125005,8344,-3616,-13548
111596,124962,8332,-3476,-13212
111601,124909,8272,-3440,-13308
111583,124865,8264,-3448,-13412
111580,124879,8188,-3660,-13640
111574,124868,8284,-3588,-13468
111630,124938,8176,-3624,-13468
111637,124936,8220,-3684,-13500
111637,124935,8188,-3412,-13544
111649,124951,8228,-3484,-13480
111679,124949,8136,-3384,-13372
111655,124947,8020,-3476,-13392
111653,124931,8180,-3456,-13316
111637,124936,8188,-3564,-13528
111618,124950,8276,-3552,-13576
111608,124929,8256,-3740,-13504
111589,124890,8240,-3596,-13672
111579,124915,8232,-3456,-13504
111580,124904,8144,-3436,-13556
111567,124898,8236,-3616,-13240
111539,124902,8268,-3448,-13456
111542,124882,8204,-3508,-13472
111540,124882,8228,-3508,-13452
111512,124874,8404,-3500,-13404
111509,124856,8368,-3488,-13520
111512,124844,8124,-3644,-13492
111480,124838,8136,-3536,-13440
111475,124839,8292,-3520,-13528
111475,124849,8276,-3672,-13608
111472,124847,8268,-3604,-13528
111466,124838,8168,-3560,-13432
111479,124849,8240,-3604,-13384
111466,124833,8248,-3548,-13340
111454,124810,8228,-3524,-13480
111442,124807,8232,-3476,-13744
111426,124812,8204,-3508,-13480
111494,124893,8260,-3580,-13728
111493,124899,8256,-3648,-13524
111481,124915,8172,-3568,-13608
111487,124905,8256,-3448,-13312
111500,124899,8300,-3476,-13400
111505,124909,8320,-3528,-13328
111506,124919,8192,-3600,-13524
111513,124897,8180,-3684,-13624
111481,124925,8076,-3600,-13624
111497,124905,8172,-3656,-13576
111499,124891,8184,-3528,-13592
111505,124891,8300,-3664,-13560
111526,124891,8240,-3636,-13480
111515,124856,8148,-3540,-13600
111526,124857,8152,-3480,-13636
111512,124875,8252,-3668,-13396
111533,124876,8308,-3604,-13532
111553,124912,8244,-3524,-13324
111566,124922,8160,-3548,-13300
111598,124958,8240,-3468,-13608
111613,124967,8120,-3568,-13680
111625,124952,8116,-3496,-13348
111611,124926,8136,-3580,-13432
111629,124904,8288,-3632,-13528
111616,124888,8288,-3584,-13516
111620,124845,8172,-3632,-13488
111606,124820,8140,-3588,-13428
111580,124809,8172,-3628,-13528
111595,124810,8036,-3728,-13496
111567,124805,8068,-3700,-13616
111573,124823,8200,-3640,-13408
111635,124873,8132,-3636,-13412
111628,124856,8180,-3592,-13440
111615,124832,8288,-3456,-13384
111598,124812,8160,-3488,-13524
111589,124786,8028,-3500,-13672
111601,124779,8140,-3452,-13376
111614,124770,8204,-3564,-13692
111605,124684,8232,-3540,-13480
111579,124635,8108,-3424,-13732
111575,124554,8184,-3520,-13496
111542,124484,8196,-3592,-13348
111525,124409,8248,-3640,-13432
111476,124337,8180,-3688,-13292
111457,124276,8184,-3764,-13652
111432,124262,8172,-3504,-13652
111410,124216,8048,-3536,-13316
111389,124187,8004,-3580,-13588
111368,124141,8100,-3588,-13544
111352,124111,8016,-3552,-13712
111303,124046,8040,-3532,-13752
111281,124022,8092,-3548,-13532
111255,124026,8016,-3576,-13620
111213,123988,8232,-3472,-13472
111195,123965,8132,-3588,-13348
111161,123958,8140,-3612,-13608
111141,123970,8100,-3568,-13420
111141,123988,8328,-3488,-13276
111156,124006,8228,-3640,-13720
111122,123972,8120,-3468,-13372
111113,123960,8044,-3708,-13448
111145,124037,8056,-3696,-13648
111124,124020,7984,-3444,-13696
111108,124004,8092,-3536,-13836
111101,123957,8012,-3696,-13588
111041,123974,8068,-3496,-13480
111018,123973,8132,-3620,-13572
110998,123978,8216,-3604,-13656
110998,123981,7952,-3468,-13424
110985,123971,8112,-3484,-13560
110983,123961,8144,-3676,-13632
110983,123947,8168,-3836,-13608
110985,123934,8144,-3696,-13640
110972,123934,8220,-3372,-13648
110969,123934,8100,-3608,-13576
110958,123940,8100,-3640,-13432
110951,123920,8148,-3564,-13596
110956,123955,8164,-3556,-13668
110956,123940,8072,-3504,-13596
110954,123966,8088,-3636,-13440
110962,123969,8092,-3724,-13408
110973,123984,8144,-3596,-13428
110965,123988,8160,-3396,-13544
110963,123972,8164,-3508,-13568
110960,123945,8164,-3576,-13672
110945,123948,8148,-3652,-13468
110927,123934,8052,-3576,-13524
110926,123915,8224,-3660,-13492
110911,123916,8020,-3684,-13396
110904,123936,8116,-3616,-13472
110895,123958,8112,-3524,-13484
110961,124029,8136,-3544,-13568
110951,124038,8104,-3584,-13340
110943,124045,8120,-3544,-13520
110937,124022,8160,-3624,-13568
110933,124021,8112,-3576,-13520
110918,124034,8152,-3688,-13440
110927,124042,8040,-3656,-13524
110950,124035,8184,-3648,-13488
110932,124013,8192,-3532,-13532
110920,124004,8112,-3552,-13520
110944,124029,8152,-3648,-13592
110947,124029,8140,-3624,-13484
110926,124033,8196,-3644,-13472
110947,124064,8068,-3608,-13520
110923,124083,8168,-3556,-13700
110937,124088,8064,-3696,-13352
110928,124114,8140,-3552,-13248
110948,124151,8208,-3632,-13636
110949,124181,8184,-3668,-13464
110961,124170,8164,-3648,-13648
110977,124186,8068,-3548,-13496
110980,124188,8144,-3528,-13544
110970,124171,8084,-3544,-13372
110952,124162,8048,-3548,-13688
110940,124153,8156,-3652,-13464
110950,124158,8132,-3576,-13480
110923,124145,8036,-3624,-13664
110919,124122,8160,-3636,-13484
110897,124116,8188,-3564,-13564
110857,124130,8008,-3604,-13584
110929,124230,8152,-3532,-13496
110924,124246,8056,-3672,-13516
110933,124245,8148,-3556,-13520
110918,124260,8056,-3640,-13592
110917,124266,8064,-3680,-13520
110908,124254,8120,-3596,-13592
110905,124253,8124,-3628,-13604
110890,124270,8152,-3560,-13548
110900,124263,8132,-3552,-13720
110890,124252,8196,-3556,-13336
110891,124243,8084,-3680,-13560
110877,124232,8064,-3648,-13584
110876,124257,8156,-3528,-13512
110886,124229,8020,-3644,-13492
110894,124232,8136,-3700,-13484
110904,124253,8072,-3804,-13384
110881,124242,8152,-3600,-13556
110880,124249,8188,-3656,-13444
110907,124262,8224,-3584,-13452
110889,124257,8108,-3608,-13428
110900,124243,8184,-3592,-13576
110887,124244,8136,-3544,-13668
110888,124238,8056,-3708,-13620
110866,124228,8156,-3656,-13488
110874,124229,8088,-3696,-13600
110855,124220,8128,-3656,-13536
110848,124221,8096,-3664,-13612
110852,124235,8192,-3664,-13600
110820,124207,8180,-3668,-13516
110804,124222,8076,-3568,-13504
110878,124347,8204,-3548,-13532
110876,124366,8172,-3484,-13628
110912,124399,8080,-3604,-13572
110904,124431,8168,-3556,-13400
110914,124411,8248,-3620,-13580
110934,124428,8184,-3620,-13488
110945,124442,8092,-3636,-13372
110960,124467,8128,-3724,-13576
110983,124479,8168,-3696,-13656
110957,124461,8292,-3484,-13540
110964,124432,8212,-3636,-13644
110949,124453,8184,-3552,-13484
110964,124431,8196,-3652,-13464
110955,124445,8120,-3628,-13368
110958,124434,8148,-3568,-13500
110947,124458,8144,-3588,-13548
110963,124442,8076,-3684,-13548
110930,124452,8112,-3656,-13404
110964,124477,8120,-3648,-13472
110948,124475,8152,-3556,-13516
110948,124455,8136,-3664,-13428
110944,124455,8060,-3664,-13640
110922,124454,8180,-3692,-13440
110914,124435,8112,-3664,-13432
110905,124433,8172,-3588,-13604
110880,124435,8128,-3576,-13512
110870,124405,8264,-3620,-13416
110841,124392,8140,-3700,-13528
110815,124379,8056,-3580,-13324
110822,124396,8144,-3696,-13416
110857,124496,8200,-3572,-13472
110858,124503,8056,-3676,-13584
110878,124519,8120,-3672,-13652
110858,124519,8216,-3580,-13572
110842,124523,8184,-3764,-13596
110836,124458,8040,-3708,-13588
110828,124489,8204,-3512,-13312
110802,124494,8168,-3656,-13456
110809,124495,8060,-3660,-13340
110776,124466,8152,-3732,-13436
110781,124436,8108,-3792,-13556
110774,124451,8156,-3680,-13412
110754,124435,8224,-3516,-13316
110765,124433,8132,-3632,-13288
110744,124453,8212,-3576,-13428
110742,124430,8132,-3600,-13484
110741,124433,8244,-3548,-13528
110728,124426,8084,-3672,-13520
110734,124424,8104,-3716,-13468
110726,124425,8100,-3720,-13760
110723,124426,8040,-3628,-13520
110715,124382,8192,-3596,-13396
110716,124398,8136,-3668,-13444
110703,124373,8228,-3712,-13444
110699,124364,8188,-3664,-13352
110688,124359,8052,-3620,-13460
110674,124365,8080,-3552,-13512
110677,124347,8196,-3608,-13492
110669,124339,8192,-3600,-13456
110660,124350,8088,-3636,-13532
110709,124440,8108,-3612,-13460
110711,124424,8068,-3716,-13424
110691,124462,8188,-3668,-13332
110714,124471,8172,-3600,-13520
110722,124452,8120,-3656,-13484
110727,124434,8092,-3624,-13572
110732,124445,8116,-3636,-13584
110714,124441,8108,-3552,-13584
110715,124424,8196,-3560,-13476
110725,124413,8052,-3544,-13468
110719,124406,8076,-3616,-13472
110716,124399,8208,-3656,-13448
110722,124383,8224,-3580,-13560
110710,124404,8184,-3596,-13616
110699,124409,8220,-3576,-13572
110708,124384,8188,-3636,-13368
110707,124389,8180,-3720,-13516
110703,124409,8228,-3700,-13348
110716,124403,8080,-3628,-13468
110718,124397,8172,-3716,-13460
110711,124400,8236,-3668,-13452
110718,124396,8104,-3648,-13460
